"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","entrez"
"ENSG00000000003",747.194195359907,-0.350703020686579,0.168245681332529,-2.0844696749953,0.0371174658432827,0.163034808641681,"TSPAN6",
