baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,name,entrez
4483.6270936034625,-2.4227192398160105,0.060001621898296914,-40.37756252526862,0,0,CNN3,,
2053.881355576629,3.201955347954268,0.07241720147576196,44.215397484338894,0,0,TENT5C,,
5692.4627826767855,-2.31373756503587,0.05755336631063856,-40.201602675118984,0,0,CSRP1,,
7442.986314163929,-2.0596313702416134,0.05384490751121184,-38.25118224620866,0,0,CRIM1,,
4423.94665216876,-1.888019372533403,0.043167991775876144,-43.73655791855708,0,0,EPAS1,,
3796.1265394147017,-1.649792006726363,0.04393543705333415,-37.55037203166195,0,0,FLNB,,
2348.7701339719015,3.3445083321360976,0.06907175726552171,48.420779556531755,0,0,F2RL1,,
2576.6525496014333,2.392287945769962,0.06170861518129658,38.76748714489134,0,0,SOX4,,
28106.11918857784,1.8322577768637465,0.038896641427991645,47.105809386030366,0,0,CDKN1A,,
43719.12609883734,-1.844046499343419,0.04191649966090027,-43.993332321676334,0,0,SERPINE1,,
2944.126406233519,2.266080462612537,0.055268128792203254,41.001577439549855,0,0,COL4A5,,
28007.143337397283,2.262525465502574,0.05521833115952269,40.974173213715275,0,0,PLAU,,
1840.1972726567467,-3.1960583256706494,0.07578503516527386,-42.172683811528316,0,0,MKI67,,
3443.396807129924,2.0797629576197636,0.05432543491358006,38.283411093315934,0,0,SLC2A3,,
4420.073987938787,-1.9384181036009842,0.05057686304612413,-38.32618289974256,0,0,TUBA1B,,
12942.910628123762,2.037362050426947,0.046297343417854575,44.006024968621375,0,0,PHLDA1,,
6050.787264389583,1.9505494949134912,0.04359538444060053,44.74211020139411,0,0,ABCC4,,
1884.7574115865386,2.523721694528882,0.06539812989317156,38.59012021676161,0,0,DIO2,,
1307.3425038558269,3.858253114574098,0.08651854320751276,44.594522417236796,0,0,DLL4,,
2851.619163369742,-2.4066877484590825,0.05813773186783462,-41.39631305070934,0,0,SEMA7A,,
1743.8428576566728,-2.924189127565209,0.06962210345445691,-42.000873034209015,0,0,TOP2A,,
8245.068045001008,-2.1423457663077157,0.04044354856385479,-52.971260989258816,0,0,AXL,,
1999.1032789081405,2.534530413135587,0.06709755180011139,37.77381357647954,0,0,SLC5A3,,
18390.47561498439,-1.3389311783440865,0.03585902758956972,-37.3387475441063,3.8608229061934376e-305,2.3708669996449536e-302,ENO1,,
14922.517333698364,1.668159555679353,0.044758129929429846,37.27053740425573,4.926732457275097e-304,2.9044073182128153e-301,F2R,,
13232.330134976577,1.8053307353689587,0.04886251420751164,36.94715191490136,8.092311081035347e-299,4.5870954120114973e-296,RND3,,
13214.49680379183,2.0276370900545584,0.055046085524659547,36.83526395616665,5.03520683613264e-297,2.7484769759601054e-294,PLAT,,
1359.063493863395,2.54493702368437,0.06936138932257299,36.69097531839872,1.0172661839133608e-294,5.354453220898254e-292,DGKI,,
2392.8097393445682,-2.1480867076464527,0.058906348089818046,-36.46613272259105,3.818731434991564e-291,1.9407056513415748e-288,MGLL,,
804.8384873381285,4.434136569382386,0.12163638440606743,36.45403134130978,5.938562179758538e-291,2.917417646842711e-288,BMF,,
2268.8091808911663,-2.2066708419761047,0.060821960630744576,-36.28082388486283,3.2464982197022893e-288,1.543448089095882e-285,GPR176,,
1243.149710441058,2.5172360033935512,0.06940135699418717,36.27070294323476,4.6879735316928965e-288,2.1591048096903096e-285,PGM2L1,,
2814.1590731581623,-1.8102333857725597,0.049974902975864675,-36.22284942997908,2.6598483514067864e-287,1.1879043940313097e-284,CDV3,,
3157.5204292419644,1.9350131503103096,0.05353518470273784,36.144699248816664,4.506897784327843e-286,1.953607633688934e-283,SLC4A7,,
1324.172846904853,-2.8251120062521795,0.07817151147293698,-36.13991789362081,5.357783533562581e-286,2.212303209483848e-283,CENPF,,
1024.9704054333613,3.2876630415375923,0.09097100375225038,36.139680842603255,5.403916104045224e-286,2.212303209483848e-283,MXRA5,,
5110.857968039327,-1.7462458769499487,0.04879320425174181,-35.7887108200649,1.654852492656946e-280,6.591680009940019e-278,TGM2,,
1395.9221058483051,2.317782020559323,0.06561552920947354,35.32368097131315,2.543057074437887e-273,9.863046095543574e-271,TP53INP1,,
2356.746910218575,-2.3051528590293997,0.06539600042747168,-35.24914129245504,3.536468501671658e-272,1.3364223789137667e-269,FERMT2,,
1043.8468251094234,-2.617475846981327,0.07437478238965194,-35.193055534176686,2.553679815901645e-271,9.40903328168961e-269,PARP1,,
1520.301487911691,2.837435067705595,0.08065943535700804,35.17796839448203,4.344072259177533e-271,1.5615350477014263e-268,MME,,
899.5043607935062,4.439074736421352,0.12631644269577588,35.142493262833135,1.5136868110839267e-270,5.311599100417836e-268,VWA5A,,
1049.749781954426,-3.0120401408711284,0.08611367234989305,-34.977490318061776,4.948471098578633e-268,1.6960596988570207e-265,TPX2,,
1500.9730001289831,-2.4140184988344418,0.06906807218875909,-34.951294025364824,1.237606194163963e-267,4.1454182021792014e-265,RTN3,,
1374.0191008860484,2.357860429900785,0.06768327624701385,34.83667695540687,6.775544012697315e-266,2.2190659479807342e-263,PIEZO2,,
4211.22514661471,1.73283927593519,0.049751463084185134,34.829915916302376,8.57647267096037e-266,2.7478272657524764e-263,SVIL,,
6930.419396763057,2.0148701956989457,0.05883654331829061,34.24521703797272,5.138364067502147e-257,1.6112597792946095e-254,PAPPA,,
744.768135087352,-3.176520989598391,0.09287012877543177,-34.20390422069405,2.1154503869477374e-256,6.495314125590783e-254,PRC1,,
2830.2010251986285,-1.9297175763560876,0.056924245580706315,-33.89974793113707,6.718878930882503e-252,2.0208742384356394e-249,MARCKS,,
62749.384925066275,1.4098901984023375,0.04180634860049367,33.72430852250246,2.545451180038669e-249,7.50297189828198e-247,COL3A1,,
1758.2298185547183,2.0591088855503368,0.06113212767976894,33.68292522610461,1.0281029377422912e-248,2.9710159012638996e-246,TNFRSF21,,
3262.1545217814382,1.5467496154720355,0.04602438195922607,33.6071784047493,1.3176941118936514e-247,3.7346491963631985e-245,PLK2,,
1848.8877732779792,-1.8936178432707433,0.05646840702400535,-33.534111250309316,1.5347728596666102e-246,4.2678268690125474e-244,MBTPS1,,
3591.267033992123,-1.7035465919332935,0.050960108757848434,-33.4290219047252,5.193907861923682e-245,1.4175521123894672e-242,PLS3,,
4581.917687782812,-1.464015911449502,0.04393290011580263,-33.32390776822167,1.7398487622510491e-243,4.662162010555629e-241,ANXA1,,
1549.0669017934088,-2.5298861998944115,0.07600921395053631,-33.283941096151295,6.593228400993605e-243,1.7351964316757814e-240,ATP8B1,,
2917.790699399809,1.8105666220143661,0.054703564511911947,33.097781436529736,3.198512697602726e-240,8.27011932232789e-238,PBXIP1,,
2363.6704398781612,1.7241548318941233,0.05227017783989025,32.985440324603715,1.313691130495023e-238,3.3381344622820086e-236,SPRY4,,
